1	9
2	7
3	5
4	17
5	25
6	15
7	5
8	2
9	14
10	12
11	18
12	13
13	15
14	19
15	21
16	15
17	22
18	11
19	9
20	21
21	29
22	13
23	9
24	28
25	31
26	13
27	4
28	26
29	18
30	27
31	24
32	7
33	14
34	28
35	26
36	19
37	15
38	27
39	8
40	16
41	31
42	20
43	26
44	30
45	15
46	13
47	23
48	1
49	31
50	8
51	12
52	27
53	9
54	29
55	17
56	20
57	15
58	8
59	18
60	17
61	21
62	14
63	12
64	31
65	1
66	28
67	30
68	14
69	25
70	22
71	31
72	12
73	25
74	14
75	29
76	4
77	27
78	1
79	2
80	25
81	16
82	20
83	4
84	26
85	6
86	26
87	1
88	28
89	14
90	8
91	8
92	23
93	7
94	31
95	21
96	5
97	24
98	20
99	27
100	19
101	3
102	18
103	21
104	23
105	7
106	10
107	27
108	22
109	14
110	20
111	28
112	25
113	10
114	9
115	25
116	9
117	31
118	29
119	3
120	14
121	7
122	4
123	1
124	14
125	12
126	1
127	10
128	29
129	4
130	18
131	18
132	5
133	17
134	15
135	20
136	7
137	12
138	29
139	1
140	27
141	17
142	17
143	29
144	6
145	19
146	14
147	18
148	20
149	22
150	29
151	1
152	22
153	31
154	21
155	7
156	7
157	15
158	18
159	18
160	31
161	30
162	18
163	1
164	3
165	21
166	2
167	17
168	26
169	7
170	2
171	31
172	19
173	10
174	13
175	20
176	3
177	24
178	15
179	5
180	23
181	24
182	23
183	29
184	6
185	31
186	7
187	29
188	15
189	27
190	9
191	28
192	29
193	22
194	13
195	17
196	14
197	19
198	7
199	1
200	18
201	30
202	12
203	18
204	22
205	2
206	23
207	1
208	10
209	4
210	18
211	13
212	18
213	15
214	19
215	2
216	10
217	31
218	20
219	1
220	2
221	12
222	27
223	30
224	6
225	2
226	5
227	15
228	20
229	1
230	27
231	17
232	19
233	1
234	26
235	1
236	14
237	15
238	11
239	31
240	22
241	16
242	16
243	11
244	12
245	9
246	5
247	30
248	15
249	5
250	5
251	27
252	16
253	18
254	20
255	6
256	17
257	3
258	5
259	22
260	3
261	31
262	6
263	26
264	31
265	25
266	29
267	2
268	31
269	8
270	13
271	18
272	24
273	31
274	22
275	27
276	14
277	10
278	18
279	23
280	14
281	17
282	30
283	16
284	19
285	15
286	27
287	27
288	28
289	22
290	31
291	11
292	13
293	29
294	18
295	5
296	15
297	7
298	5
299	2
300	2
301	15
302	7
303	2
304	18
305	27
306	27
307	27
308	1
309	10
310	28
311	9
312	30
313	22
314	22
315	29
316	12
317	29
318	10
319	24
320	14
321	22
322	30
323	5
324	10
325	18
326	2
327	30
328	9
329	13
330	14
331	5
332	8
333	6
334	31
335	1
336	18
337	16
338	2
339	13
340	31
341	31
342	15
343	15
344	27
345	22
346	23
347	22
348	15
349	31
350	5
351	22
352	15
353	21
354	13
355	23
356	13
357	10
358	18
359	1
360	27
361	12
362	7
363	2
364	18
365	10
366	25
367	14
368	2
369	6
370	5
371	29
372	27
373	23
374	30
375	18
376	8
377	23
378	7
379	1
380	15
381	14
382	6
383	31
384	14
385	19
386	26
387	3
388	18
389	2
390	1
391	18
392	27
393	19
394	31
395	2
396	2
397	8
398	6
399	23
400	2
401	9
402	9
403	29
404	8
405	5
406	11
407	31
408	21
409	16
410	1
411	17
412	6
413	14
414	31
415	12
416	24
417	25
418	6
419	5
420	22
421	15
422	30
423	18
424	10
425	30
426	24
427	28
428	14
429	12
430	12
431	9
432	3
433	4
434	17
435	2
436	24
437	22
438	31
439	1
440	30
441	30
442	12
443	16
444	23
445	30
446	8
447	4
448	31
449	30
450	31
451	1
452	6
453	25
454	24
455	30
456	14
457	22
458	6
459	17
460	15
461	14
462	12
463	13
464	31
465	9
466	13
467	9
468	15
469	5
470	5
471	9
472	19
473	23
474	30
475	6
476	30
477	5
478	2
479	31
480	6
481	31
482	29
483	22
484	2
485	30
486	30
487	27
488	7
489	11
490	22
491	21
492	10
493	12
494	30
495	18
496	29
497	12
498	29
499	10
500	18
501	30
502	15
503	12
504	19
505	25
506	21
507	23
508	25
509	23
510	13
511	12
512	10
513	3
514	23
515	29
516	4
517	31
518	2
519	18
520	1
521	4
522	31
523	27
524	1
525	15
526	14
527	22
528	6
529	2
530	25
531	25
532	24
533	25
534	31
535	23
536	25
537	27
538	19
539	2
540	25
541	9
542	2
543	18
544	2
545	28
546	11
547	9
548	25
549	21
550	14
551	1
552	31
553	31
554	24
555	4
556	8
557	5
558	2
559	28
560	12
561	15
562	16
563	20
564	10
565	23
566	27
567	8
568	22
569	8
570	31
571	7
572	22
573	4
574	13
575	31
576	31
577	14
578	15
579	19
580	30
581	14
582	6
583	8
584	10
585	8
586	3
587	4
588	14
589	30
590	28
591	6
592	16
593	9
594	24
595	30
596	23
597	12
598	13
599	3
600	15
601	10
602	28
603	13
604	1
605	31
606	8
607	22
608	10
609	11
610	11
611	2
612	19
613	5
614	30
615	18
616	12
617	13
618	24
619	14
620	18
621	19
622	5
623	28
624	26
625	28
626	28
627	16
628	25
629	28
630	31
631	27
632	3
633	9
634	12
635	27
636	24
637	13
638	21
639	9
640	12
641	23
642	6
643	13
644	19
645	7
646	23
647	25
648	2
649	9
650	23
651	14
652	4
653	14
654	12
655	5
656	12
657	12
658	16
659	28
660	23
661	9
662	31
663	31
664	6
665	28
666	15
667	1
668	1
669	11
670	15
671	16
672	22
673	26
674	24
675	30
676	18
677	28
678	1
679	14
680	2
681	23
682	22
683	11
684	15
685	1
686	6
687	18
688	8
689	19
690	2
691	15
692	28
693	21
694	3
695	16
696	6
697	24
698	10
699	21
700	3
701	2
702	21
703	12
704	31
705	6
706	13
707	29
708	13
709	13
710	30
711	20
712	19
713	7
714	23
715	24
716	5
717	2
718	6
719	20
720	20
721	30
722	20
723	28
724	2
725	6
726	22
727	29
728	13
729	11
730	12
731	6
732	15
733	13
734	1
735	5
736	22
737	13
738	24
739	15
740	28
741	4
742	5
743	10
744	4
745	24
746	30
747	21
748	1
749	21
750	10
751	24
752	19
753	14
754	15
755	6
756	18
757	6
758	11
759	23
760	7
761	19
762	29
763	13
764	12
765	26
766	2
767	30
768	7
769	13
770	26
771	21
772	21
773	12
774	3
775	27
776	12
777	6
778	8
779	12
780	27
781	21
782	4
783	20
784	12
785	21
786	2
787	7
788	12
789	14
790	15
791	26
792	16
793	15
794	11
795	11
796	3
797	19
798	15
799	28
800	12
801	14
802	10
803	29
804	24
805	3
806	6
807	5
808	25
809	6
810	9
811	15
812	9
813	18
814	18
815	7
816	27
817	24
818	19
819	23
820	19
821	31
822	12
823	20
824	9
825	10
826	30
827	15
828	28
829	14
830	29
831	28
832	5
833	28
834	15
835	18
836	7
837	22
838	24
839	18
840	9
841	1
842	24
843	28
844	20
845	21
846	3
847	7
848	22
849	29
850	21
851	22
852	16
853	13
854	11
855	29
856	2
857	20
858	15
859	24
860	5
861	6
862	15
863	29
864	7
865	18
866	16
867	8
868	20
869	30
870	12
871	14
872	18
873	10
874	14
875	13
876	18
877	24
878	2
879	16
880	3
881	28
882	23
883	23
884	31
885	4
886	13
887	18
888	3
889	27
890	31
891	16
892	1
893	20
894	14
895	4
896	14
897	16
898	12
899	4
900	14
901	27
902	6
903	11
904	29
905	10
906	23
907	16
908	1
909	14
910	6
911	4
912	1
913	29
914	5
915	24
916	28
917	4
918	17
919	19
920	15
921	17
922	31
923	28
924	11
925	13
926	13
927	14
928	12
929	26
930	7
931	10
932	3
933	26
934	31
935	15
936	15
937	24
938	15
939	31
940	11
941	17
942	29
943	4
944	29
945	28
946	30
947	29
948	25
949	17
950	18
951	2
952	8
953	4
954	15
955	26
956	12
957	16
958	4
959	1
960	26
961	26
962	3
963	24
964	5
965	26
966	14
967	25
968	7
969	3
970	17
971	13
972	14
973	29
974	19
975	12
976	19
977	10
978	17
979	13
980	9
981	7
982	29
983	9
984	23
985	5
986	1
987	13
988	19
989	1
990	9
991	31
992	12
993	23
994	5
995	3
996	14
997	30
998	8
999	1
1000	11
