1	217
2	67
3	176
4	55
5	20
6	3
7	29
8	159
9	175
10	175
11	102
12	91
13	32
14	138
15	205
16	226
17	112
18	168
19	96
20	35
21	162
22	82
23	230
24	158
25	174
26	91
27	201
28	154
29	169
30	17
31	36
32	213
33	84
34	63
35	64
36	206
37	70
38	42
39	212
40	100
41	40
42	71
43	91
44	171
45	214
46	229
47	24
48	159
49	23
50	174
51	88
52	197
53	146
54	147
55	90
56	94
57	7
58	54
59	79
60	31
61	176
62	201
63	47
64	202
65	61
66	138
67	108
68	100
69	167
70	23
71	143
72	53
73	103
74	170
75	106
76	60
77	113
78	23
79	170
80	144
81	175
82	210
83	79
84	108
85	13
86	129
87	32
88	139
89	82
90	134
91	71
92	208
93	36
94	95
95	138
96	37
97	91
98	156
99	215
100	40
101	51
102	169
103	170
104	60
105	133
106	170
107	132
108	24
109	112
110	178
111	78
112	75
113	36
114	208
115	86
116	59
117	182
118	230
119	74
120	121
121	32
122	62
123	190
124	104
125	17
126	95
127	172
128	44
129	214
130	137
131	26
132	57
133	188
134	159
135	228
136	45
137	65
138	2
139	147
140	162
141	159
142	24
143	180
144	7
145	89
146	142
147	87
148	150
149	105
150	105
151	47
152	42
153	61
154	190
155	170
156	76
157	184
158	133
159	178
160	177
161	143
162	156
163	120
164	89
165	135
166	79
167	62
168	126
169	133
170	230
171	40
172	199
173	70
174	124
175	86
176	112
177	12
178	128
179	162
180	202
181	37
182	40
183	202
184	65
185	7
186	2
187	143
188	26
189	201
190	180
191	176
192	144
193	47
194	190
195	1
196	9
197	67
198	101
199	41
200	176
201	31
202	95
203	184
204	62
205	184
206	74
207	178
208	151
209	78
210	90
211	214
212	177
213	48
214	95
215	115
216	106
217	45
218	7
219	110
220	66
221	26
222	170
223	146
224	106
225	208
226	31
227	71
228	37
229	58
230	230
231	151
232	44
233	204
234	26
235	115
236	93
237	82
238	184
239	104
240	192
241	193
242	199
243	170
244	23
245	77
246	185
247	165
248	147
249	40
250	40
251	185
252	189
253	144
254	4
255	36
256	201
257	125
258	185
259	4
260	199
261	94
262	160
263	209
264	29
265	211
266	3
267	41
268	45
269	208
270	77
271	208
272	108
273	223
274	151
275	78
276	44
277	165
278	106
279	213
280	133
281	99
282	140
283	164
284	4
285	101
286	39
287	85
288	77
289	118
290	189
291	91
292	66
293	16
294	89
295	104
296	199
297	72
298	209
299	122
300	75
301	23
302	78
303	82
304	216
305	116
306	41
307	219
308	146
309	47
310	10
311	63
312	118
313	228
314	218
315	60
316	124
317	225
318	49
319	19
320	20
321	36
322	222
323	28
324	191
325	112
326	65
327	94
328	130
329	45
330	91
331	199
332	114
333	138
334	31
335	214
336	71
337	38
338	196
339	71
340	162
341	106
342	210
343	109
344	229
345	175
346	144
347	215
348	194
349	197
350	184
351	36
352	60
353	201
354	62
355	22
356	215
357	113
358	138
359	227
360	105
361	204
362	26
363	176
364	178
365	137
366	4
367	150
368	196
369	107
370	163
371	171
372	189
373	13
374	40
375	150
376	116
377	78
378	202
379	120
380	199
381	16
382	22
383	52
384	100
385	101
386	37
387	213
388	47
389	184
390	151
391	113
392	190
393	178
394	202
395	81
396	15
397	63
398	39
399	95
400	61
401	216
402	9
403	36
404	208
405	179
406	227
407	94
408	62
409	88
410	29
411	175
412	77
413	71
414	169
415	78
416	97
417	113
418	95
419	76
420	162
421	128
422	209
423	11
424	2
425	123
426	49
427	102
428	123
429	15
430	121
431	49
432	110
433	164
434	134
435	142
436	98
437	108
438	191
439	113
440	172
441	93
442	190
443	34
444	145
445	190
446	34
447	32
448	160
449	171
450	76
451	121
452	143
453	161
454	189
455	45
456	106
457	12
458	177
459	72
460	10
461	205
462	19
463	50
464	143
465	218
466	60
467	37
468	30
469	142
470	230
471	74
472	32
473	170
474	23
475	56
476	206
477	132
478	124
479	160
480	100
481	2
482	182
483	29
484	70
485	32
486	160
487	194
488	104
489	77
490	60
491	81
492	212
493	2
494	142
495	162
496	154
497	155
498	192
499	208
500	169
501	135
502	196
